0;1;2;3;4;5;6;7
"241";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.452079,43.020422],[2.452079,43.020422]]]}";"21/05/2024";"21/05/2024"
"243";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.034267,42.809624],[2.034267,42.809624]]]}";"21/05/2024";"21/05/2024"
"244";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.466144,43.030859],[2.466144,43.030859]]]}";"21/05/2024";"21/05/2024"
"246";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.430881,43.066967],[2.430881,43.066967]]]}";"21/05/2024";"21/05/2024"
"247";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.344874,43.171234],[2.344874,43.171234]]]}";"21/05/2024";"21/05/2024"
"248";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.059822,42.770402],[2.059822,42.770402]]]}";"21/05/2024";"21/05/2024"
"251";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.566793,43.022446],[2.566793,43.022446]]]}";"21/05/2024";"21/05/2024"
"252";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.190504,43.226602],[2.190504,43.226602]]]}";"21/05/2024";"21/05/2024"
"255";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.481077,43.095511],[2.481077,43.095511]]]}";"21/05/2024";"21/05/2024"
"256";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.965924,43.415183],[1.965924,43.415183]]]}";"21/05/2024";"21/05/2024"
"259";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.882765,43.097114],[2.882765,43.097114]]]}";"21/05/2024";"21/05/2024"
"260";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.406997,43.419198],[2.406997,43.419198]]]}";"21/05/2024";"21/05/2024"
"262";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.052835,43.430507],[2.052835,43.430507]]]}";"21/05/2024";"21/05/2024"
"265";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.990009,43.290318],[1.990009,43.290318]]]}";"21/05/2024";"21/05/2024"
"267";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.258835,42.970296],[2.258835,42.970296]]]}";"21/05/2024";"21/05/2024"
"268";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.215147,43.382269],[2.215147,43.382269]]]}";"21/05/2024";"21/05/2024"
"271";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.100638,42.731886],[2.100638,42.731886]]]}";"21/05/2024";"21/05/2024"
"274";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.194083,42.95387],[2.194083,42.95387]]]}";"21/05/2024";"21/05/2024"
"276";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.01043,43.089812],[3.01043,43.089812]]]}";"21/05/2024";"21/05/2024"
"277";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.108711,43.394451],[2.108711,43.394451]]]}";"21/05/2024";"21/05/2024"
"278";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.463591,43.225571],[2.463591,43.225571]]]}";"21/05/2024";"21/05/2024"
"280";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.19321,43.250314],[3.19321,43.250314]]]}";"21/05/2024";"21/05/2024"
"283";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.436395,43.195662],[2.436395,43.195662]]]}";"21/05/2024";"21/05/2024"
"285";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.982614,43.110073],[1.982614,43.110073]]]}";"21/05/2024";"21/05/2024"
"286";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.907114,42.895791],[2.907114,42.895791]]]}";"21/05/2024";"21/05/2024"
"287";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.85605,42.950058],[2.85605,42.950058]]]}";"21/05/2024";"21/05/2024"
"289";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.033135,43.13163],[2.033135,43.13163]]]}";"21/05/2024";"21/05/2024"
"292";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.079923,43.254207],[2.079923,43.254207]]]}";"21/05/2024";"21/05/2024"
"294";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.436395,43.195662],[2.436395,43.195662]]]}";"21/05/2024";"21/05/2024"
"295";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.163526,43.154041],[2.163526,43.154041]]]}";"21/05/2024";"21/05/2024"
"297";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.22898,43.331341],[2.22898,43.331341]]]}";"21/05/2024";"21/05/2024"
"299";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.057504,43.159431],[2.057504,43.159431]]]}";"21/05/2024";"21/05/2024"
"301";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.496989,43.380537],[2.496989,43.380537]]]}";"21/05/2024";"21/05/2024"
"303";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.030654,42.741468],[2.030654,42.741468]]]}";"21/05/2024";"21/05/2024"
"305";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.38216,42.848745],[2.38216,42.848745]]]}";"21/05/2024";"21/05/2024"
"307";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.225704,42.915539],[2.225704,42.915539]]]}";"21/05/2024";"21/05/2024"
"309";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.860104,43.267604],[2.860104,43.267604]]]}";"21/05/2024";"21/05/2024"
"311";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.067576,43.21177],[3.067576,43.21177]]]}";"21/05/2024";"21/05/2024"
"312";"Nappes Plioquaternaires du Roussilon";"76_11_0021";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.012587,42.852334],[3.012587,42.852334]]]}";"21/05/2024";"21/05/2024"
"314";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.147596,43.162045],[2.147596,43.162045]]]}";"21/05/2024";"21/05/2024"
"315";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.033668,42.871097],[2.033668,42.871097]]]}";"21/05/2024";"21/05/2024"
"317";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.283258,42.749305],[2.283258,42.749305]]]}";"21/05/2024";"21/05/2024"
"320";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.153228,42.850299],[2.153228,42.850299]]]}";"21/05/2024";"21/05/2024"
"322";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.091476,43.393716],[2.091476,43.393716]]]}";"21/05/2024";"21/05/2024"
"324";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.94929,42.78563],[1.94929,42.78563]]]}";"21/05/2024";"21/05/2024"
"325";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.079617,43.322076],[2.079617,43.322076]]]}";"21/05/2024";"21/05/2024"
"327";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.276075,43.057422],[2.276075,43.057422]]]}";"21/05/2024";"21/05/2024"
"330";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.104511,43.336211],[2.104511,43.336211]]]}";"21/05/2024";"21/05/2024"
"332";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.173542,42.804272],[2.173542,42.804272]]]}";"21/05/2024";"21/05/2024"
"333";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.27776,43.088846],[2.27776,43.088846]]]}";"21/05/2024";"21/05/2024"
"336";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.666127,43.153794],[2.666127,43.153794]]]}";"21/05/2024";"21/05/2024"
"337";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.806625,43.217156],[2.806625,43.217156]]]}";"21/05/2024";"21/05/2024"
"340";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.586154,43.184068],[2.586154,43.184068]]]}";"21/05/2024";"21/05/2024"
"343";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.894803,43.326231],[2.894803,43.326231]]]}";"21/05/2024";"21/05/2024"
"344";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.121185,43.288846],[2.121185,43.288846]]]}";"21/05/2024";"21/05/2024"
"346";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.778093,43.004449],[2.778093,43.004449]]]}";"21/05/2024";"21/05/2024"
"348";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.679505,42.910282],[2.679505,42.910282]]]}";"21/05/2024";"21/05/2024"
"351";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.108272,43.121789],[2.108272,43.121789]]]}";"21/05/2024";"21/05/2024"
"352";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.012509,43.206379],[2.012509,43.206379]]]}";"21/05/2024";"21/05/2024"
"354";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.897396,43.414225],[1.897396,43.414225]]]}";"21/05/2024";"21/05/2024"
"356";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.130251,43.003995],[2.130251,43.003995]]]}";"21/05/2024";"21/05/2024"
"357";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.492997,43.370637],[2.492997,43.370637]]]}";"21/05/2024";"21/05/2024"
"360";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.300607,43.36698],[2.300607,43.36698]]]}";"21/05/2024";"21/05/2024"
"362";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.494749,43.437155],[2.494749,43.437155]]]}";"21/05/2024";"21/05/2024"
"364";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.93971,42.953211],[2.93971,42.953211]]]}";"21/05/2024";"21/05/2024"
"365";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.344874,43.171234],[2.344874,43.171234]]]}";"21/05/2024";"21/05/2024"
"369";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.104511,43.336211],[2.104511,43.336211]]]}";"21/05/2024";"21/05/2024"
"371";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.459142,42.961727],[2.459142,42.961727]]]}";"21/05/2024";"21/05/2024"
"373";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.227395,43.118316],[2.227395,43.118316]]]}";"21/05/2024";"21/05/2024"
"375";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.530729,43.064552],[2.530729,43.064552]]]}";"21/05/2024";"21/05/2024"
"377";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.099879,43.008118],[2.099879,43.008118]]]}";"21/05/2024";"21/05/2024"
"378";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.153228,42.850299],[2.153228,42.850299]]]}";"21/05/2024";"21/05/2024"
"380";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.06688,43.225465],[2.06688,43.225465]]]}";"21/05/2024";"21/05/2024"
"382";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.534691,42.986911],[2.534691,42.986911]]]}";"21/05/2024";"21/05/2024"
"384";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.456854,42.8374],[2.456854,42.8374]]]}";"21/05/2024";"21/05/2024"
"386";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.935442,43.361358],[1.935442,43.361358]]]}";"21/05/2024";"21/05/2024"
"388";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.818418,43.170776],[2.818418,43.170776]]]}";"21/05/2024";"21/05/2024"
"391";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.178552,43.035126],[2.178552,43.035126]]]}";"21/05/2024";"21/05/2024"
"393";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.884352,42.98862],[2.884352,42.98862]]]}";"21/05/2024";"21/05/2024"
"394";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.265593,43.351616],[2.265593,43.351616]]]}";"21/05/2024";"21/05/2024"
"395";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.064129,43.200586],[3.064129,43.200586]]]}";"21/05/2024";"21/05/2024"
"396";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.4398,43.258305],[2.4398,43.258305]]]}";"21/05/2024";"21/05/2024"
"397";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.909959,43.238016],[2.909959,43.238016]]]}";"21/05/2024";"21/05/2024"
"399";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.204385,42.836824],[2.204385,42.836824]]]}";"21/05/2024";"21/05/2024"
"400";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.240021,43.208054],[2.240021,43.208054]]]}";"21/05/2024";"21/05/2024"
"403";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.117271,43.036584],[2.117271,43.036584]]]}";"21/05/2024";"21/05/2024"
"405";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.412296,42.957103],[2.412296,42.957103]]]}";"21/05/2024";"21/05/2024"
"408";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.454371,42.932612],[2.454371,42.932612]]]}";"21/05/2024";"21/05/2024"
"409";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.365438,43.331003],[2.365438,43.331003]]]}";"21/05/2024";"21/05/2024"
"410";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.42021,42.931574],[2.42021,42.931574]]]}";"21/05/2024";"21/05/2024"
"414";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.212137,42.772086],[2.212137,42.772086]]]}";"21/05/2024";"21/05/2024"
"415";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.656594,43.198692],[2.656594,43.198692]]]}";"21/05/2024";"21/05/2024"
"418";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.895681,43.396902],[1.895681,43.396902]]]}";"21/05/2024";"21/05/2024"
"420";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.265262,42.814381],[2.265262,42.814381]]]}";"21/05/2024";"21/05/2024"
"424";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.240824,43.216547],[2.240824,43.216547]]]}";"21/05/2024";"21/05/2024"
"425";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.702952,43.276763],[2.702952,43.276763]]]}";"21/05/2024";"21/05/2024"
"428";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.141504,43.241313],[2.141504,43.241313]]]}";"21/05/2024";"21/05/2024"
"429";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.128724,42.771758],[2.128724,42.771758]]]}";"21/05/2024";"21/05/2024"
"431";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.422098,43.272228],[2.422098,43.272228]]]}";"21/05/2024";"21/05/2024"
"432";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.504695,43.241579],[2.504695,43.241579]]]}";"21/05/2024";"21/05/2024"
"435";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.839848,43.329734],[1.839848,43.329734]]]}";"21/05/2024";"21/05/2024"
"438";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.379357,43.016701],[2.379357,43.016701]]]}";"21/05/2024";"21/05/2024"
"439";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.200697,42.950323],[2.200697,42.950323]]]}";"21/05/2024";"21/05/2024"
"442";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.433648,43.022619],[2.433648,43.022619]]]}";"21/05/2024";"21/05/2024"
"443";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.979993,42.810591],[1.979993,42.810591]]]}";"21/05/2024";"21/05/2024"
"445";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.292593,43.323],[2.292593,43.323]]]}";"21/05/2024";"21/05/2024"
"447";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.139298,42.801557],[2.139298,42.801557]]]}";"21/05/2024";"21/05/2024"
"448";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.951651,43.039349],[2.951651,43.039349]]]}";"21/05/2024";"21/05/2024"
"451";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.073122,43.117445],[2.073122,43.117445]]]}";"21/05/2024";"21/05/2024"
"452";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.534691,42.986911],[2.534691,42.986911]]]}";"21/05/2024";"21/05/2024"
"455";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.075133,43.034104],[2.075133,43.034104]]]}";"21/05/2024";"21/05/2024"
"456";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.904047,43.360811],[1.904047,43.360811]]]}";"21/05/2024";"21/05/2024"
"458";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.869399,43.38319],[2.869399,43.38319]]]}";"21/05/2024";"21/05/2024"
"461";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.108272,43.121789],[2.108272,43.121789]]]}";"21/05/2024";"21/05/2024"
"462";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.518992,43.080455],[2.518992,43.080455]]]}";"21/05/2024";"21/05/2024"
